year,date,field_number,parameter,protocol_number,file_type,source_file
2020,2020-10-12,105с-205,калий,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\105с-205\4. Калий подвижный по Мачигину (1).pdf
2020,2020-10-12,105с-205,сера,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\105с-205\5. Сера подвижная (1).pdf
2020,2020-10-12,105с-205,гумус,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\105с-205\6. Органическое вещество (гумус по Тюрину) (1).pdf
2020,2020-10-12,105с-205,медь,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\105с-205\7. Медь (1).pdf
2020,2020-10-12,105с-205,железо,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\105с-205\8. Железо (1).pdf
2020,2020-10-12,105с-205,магний,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\105с-205\9. Магний (1).pdf
2020,2020-10-12,106-107с,ph,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\106-107с-550\1. pH солевой вытяжки (1).pdf
2020,2020-10-12,106-107с,марганец,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\106-107с-550\10. Марганец (1).pdf
2020,2020-10-12,106-107с,молибден,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\106-107с-550\11. Молибден (1).pdf
2020,2020-10-12,106-107с,цинк,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\106-107с-550\12. Цинк (1).pdf
2020,2020-10-12,106-107с,нитраты,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\106-107с-550\2. Группировка почв по содержанию нитратов (1).pdf
2020,2020-10-12,106-107с,фосфор,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\106-107с-550\3. Фосфор подвижный по Мачигину (1).pdf
2020,2020-10-12,106-107с,калий,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\106-107с-550\4. Калий подвижный по Мачигину (1).pdf
2020,2020-10-12,106-107с,сера,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\106-107с-550\5. Сера подвижная (1).pdf
2020,2020-10-12,106-107с,гумус,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\106-107с-550\6. Органическое вещество (гумус по Тюрину) (1).pdf
2020,2020-10-12,106-107с,медь,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\106-107с-550\7. Медь (1).pdf
2020,2020-10-12,106-107с,железо,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\106-107с-550\8. Железо (1).pdf
2020,2020-10-12,106-107с,магний,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\106-107с-550\9. Магний (1).pdf
2020,2020-10-12,10с-78,ph,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\10с-78\1. pH солевой вытяжки (1).pdf
2020,2020-10-12,10с-78,марганец,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\10с-78\10. Марганец (1).pdf
2020,2020-10-12,10с-78,молибден,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\10с-78\11. Молибден (1).pdf
2020,2020-10-12,10с-78,цинк,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\10с-78\12. Цинк (1).pdf
2020,2020-10-12,10с-78,нитраты,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\10с-78\2. Группировка почв по содержанию нитратов (1).pdf
2020,2020-10-12,10с-78,фосфор,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\10с-78\3. Фосфор подвижный по Мачигину (1).pdf
2020,2020-10-12,10с-78,калий,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\10с-78\4. Калий подвижный по Мачигину (1).pdf
2020,2020-10-12,10с-78,сера,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\10с-78\5. Сера подвижная (1).pdf
2020,2020-10-12,10с-78,гумус,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\10с-78\6. Органическое вещество (гумус по Тюрину) (1).pdf
2020,2020-10-12,10с-78,медь,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\10с-78\7. Медь (1).pdf
2020,2020-10-12,10с-78,железо,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\10с-78\8. Железо (1).pdf
2020,2020-10-12,10с-78,магний,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\10с-78\9. Магний (1).pdf
2020,2020-10-12,2с-377,ph,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\2с-377\1. pH солевой вытяжки (1).pdf
2020,2020-10-12,2с-377,марганец,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\2с-377\10. Марганец (1).pdf
2020,2020-10-12,2с-377,молибден,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\2с-377\11. Молибден (1).pdf
2020,2020-10-12,2с-377,цинк,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\2с-377\12. Цинк (1).pdf
2020,2020-10-12,2с-377,нитраты,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\2с-377\2. Группировка почв по содержанию нитратов (1).pdf
2020,2020-10-12,2с-377,фосфор,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\2с-377\3. Фосфор подвижный по Мачигину (1).pdf
2020,2020-10-12,2с-377,калий,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\2с-377\4. Калий подвижный по Мачигину (1).pdf
2020,2020-10-12,2с-377,сера,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\2с-377\5. Сера подвижная (1).pdf
2020,2020-10-12,2с-377,гумус,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\2с-377\6. Органическое вещество (гумус по Тюрину) (1).pdf
2020,2020-10-12,2с-377,медь,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\2с-377\7. Медь (1).pdf
2020,2020-10-12,2с-377,железо,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\2с-377\8. Железо (1).pdf
2020,2020-10-12,2с-377,магний,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\2с-377\9. Магний (1).pdf
2020,2020-10-12,35т-96,ph,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\35т-96\1. pH солевой вытяжки (1).pdf
2020,2020-10-12,35т-96,марганец,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\35т-96\10. Марганец (1).pdf
2020,2020-10-12,35т-96,молибден,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\35т-96\11. Молибден (1).pdf
2020,2020-10-12,35т-96,цинк,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\35т-96\12. Цинк (1).pdf
2020,2020-10-12,35т-96,нитраты,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\35т-96\2. Группировка почв по содержанию нитратов (1).pdf
2020,2020-10-12,35т-96,фосфор,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\35т-96\3. Фосфор подвижный по Мачигину (1).pdf
2020,2020-10-12,35т-96,калий,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\35т-96\4. Калий подвижный по Мачигину (1).pdf
2020,2020-10-12,35т-96,сера,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\35т-96\5. Сера подвижная (1).pdf
2020,2020-10-12,35т-96,гумус,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\35т-96\6. Органическое вещество (гумус по Тюрину) (1).pdf
2020,2020-10-12,35т-96,медь,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\35т-96\7. Медь (1).pdf
2020,2020-10-12,35т-96,железо,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\35т-96\8. Железо (1).pdf
2020,2020-10-12,35т-96,магний,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\35т-96\9. Магний (1).pdf
2020,2020-10-12,36т-69,ph,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\36т-69\1. pH солевой вытяжки (1).pdf
2020,2020-10-12,36т-69,марганец,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\36т-69\10. Марганец (1).pdf
2020,2020-10-12,36т-69,молибден,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\36т-69\11. Молибден (1).pdf
2020,2020-10-12,36т-69,цинк,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\36т-69\12. Цинк (1).pdf
2020,2020-10-12,36т-69,нитраты,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\36т-69\2. Группировка почв по содержанию нитратов (1).pdf
2020,2020-10-12,36т-69,фосфор,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\36т-69\3. Фосфор подвижный по Мачигину (1).pdf
2020,2020-10-12,36т-69,калий,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\36т-69\4. Калий подвижный по Мачигину (1).pdf
2020,2020-10-12,36т-69,сера,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\36т-69\5. Сера подвижная (1).pdf
2020,2020-10-12,36т-69,гумус,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\36т-69\6. Органическое вещество (гумус по Тюрину) (1).pdf
2020,2020-10-12,36т-69,медь,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\36т-69\7. Медь (1).pdf
2020,2020-10-12,36т-69,железо,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\36т-69\8. Железо (1).pdf
2020,2020-10-12,36т-69,магний,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\36т-69\9. Магний (1).pdf
2020,2020-10-12,37с-163,ph,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\37c-163\1. pH солевой вытяжки (1).pdf
2020,2020-10-12,37с-163,марганец,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\37c-163\10. Марганец (1).pdf
2020,2020-10-12,37с-163,молибден,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\37c-163\11. Молибден (1).pdf
2020,2020-10-12,37с-163,цинк,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\37c-163\12. Цинк (1).pdf
2020,2020-10-12,37с-163,нитраты,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\37c-163\2. Группировка почв по содержанию нитратов (1).pdf
2020,2020-10-12,37с-163,фосфор,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\37c-163\3. Фосфор подвижный по Мачигину (1).pdf
2020,2020-10-12,37с-163,калий,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\37c-163\4. Калий подвижный по Мачигину (1).pdf
2020,2020-10-12,37с-163,сера,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\37c-163\5. Сера подвижная (1).pdf
2020,2020-10-12,37с-163,гумус,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\37c-163\6. Органическое вещество (гумус по Тюрину) (1).pdf
2020,2020-10-12,37с-163,медь,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\37c-163\7. Медь (1).pdf
2020,2020-10-12,37с-163,железо,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\37c-163\8. Железо (1).pdf
2020,2020-10-12,37с-163,магний,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\37c-163\9. Магний (1).pdf
2020,2020-10-12,40т-370,ph,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\40т-370\1. pH солевой вытяжки (1).pdf
2020,2020-10-12,40т-370,марганец,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\40т-370\10. Марганец (1).pdf
2020,2020-10-12,40т-370,молибден,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\40т-370\11. Молибден (1).pdf
2020,2020-10-12,40т-370,цинк,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\40т-370\12. Цинк (1).pdf
2020,2020-10-12,40т-370,нитраты,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\40т-370\2. Группировка почв по содержанию нитратов (1).pdf
2020,2020-10-12,40т-370,фосфор,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\40т-370\3. Фосфор подвижный по Мачигину (1).pdf
2020,2020-10-12,40т-370,калий,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\40т-370\4. Калий подвижный по Мачигину (1).pdf
2020,2020-10-12,40т-370,сера,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\40т-370\5. Сера подвижная (1).pdf
2020,2020-10-12,40т-370,гумус,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\40т-370\6. Органическое вещество (гумус по Тюрину) (1).pdf
2020,2020-10-12,40т-370,медь,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\40т-370\7. Медь (1).pdf
2020,2020-10-12,40т-370,железо,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\40т-370\8. Железо (1).pdf
2020,2020-10-12,40т-370,магний,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\40т-370\9. Магний (1).pdf
2020,2020-10-12,41т-26,ph,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\41т-26\1. pH солевой вытяжки (1).pdf
2020,2020-10-12,41т-26,марганец,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\41т-26\10. Марганец (1).pdf
2020,2020-10-12,41т-26,молибден,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\41т-26\11. Молибден (1).pdf
2020,2020-10-12,41т-26,цинк,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\41т-26\12. Цинк (1).pdf
2020,2020-10-12,41т-26,нитраты,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\41т-26\2. Группировка почв по содержанию нитратов (1).pdf
2020,2020-10-12,41т-26,фосфор,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\41т-26\3. Фосфор подвижный по Мачигину (1).pdf
2020,2020-10-12,41т-26,калий,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\41т-26\4. Калий подвижный по Мачигину (1).pdf
2020,2020-10-12,41т-26,сера,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\41т-26\5. Сера подвижная (1).pdf
2020,2020-10-12,41т-26,гумус,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\41т-26\6. Органическое вещество (гумус по Тюрину) (1).pdf
2020,2020-10-12,41т-26,медь,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\41т-26\7. Медь (1).pdf
2020,2020-10-12,41т-26,железо,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\41т-26\8. Железо (1).pdf
2020,2020-10-12,41т-26,магний,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\41т-26\9. Магний (1).pdf
2020,2020-10-12,42т-86,ph,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\42т-86\1. pH солевой вытяжки (1).pdf
2020,2020-10-12,42т-86,марганец,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\42т-86\10. Марганец (1).pdf
2020,2020-10-12,42т-86,молибден,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\42т-86\11. Молибден (1).pdf
2020,2020-10-12,42т-86,цинк,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\42т-86\12. Цинк (1).pdf
2020,2020-10-12,42т-86,нитраты,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\42т-86\2. Группировка почв по содержанию нитратов (1).pdf
2020,2020-10-12,42т-86,фосфор,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\42т-86\3. Фосфор подвижный по Мачигину (1).pdf
2020,2020-10-12,42т-86,калий,10,PDF,C:\Claude\science_article\raw_data\pdf_excel_data\2020\ОЛЖА АГРО ИТОГИ 2020 г\Олжа Арыстан-ПК ТОО\10 Арыстан ПК\42т-86\4. Калий подвижный по Мачигину (1).pdf
